program,address,sources,aligned,after_boundary,prologue,verdict,size,caller_count,callee_count
wiz8--gog-base--wiz8--18a74ff61c65,0043bf76,padding,,yes,,rejected,,0,0
wiz8--gog-base--wiz8--18a74ff61c65,0043bfa6,padding,,yes,,rejected,,0,0
wiz8--gog-base--wiz8--18a74ff61c65,0043c1b0,call-target padding,yes,yes,,strong,6,1,0
wiz8--gog-base--wiz8--18a74ff61c65,0043c1b6,eh-record,yes,,eh-frame-setup,exact,1594,0,10
wiz8--gog-base--wiz8--18a74ff61c65,0043c310,padding,,yes,,rejected,,0,0
wiz8--gog-base--wiz8--18a74ff61c65,0043c40d,padding,,yes,,rejected,,0,0
wiz8--gog-base--wiz8--18a74ff61c65,0043c7f0,data-pointer padding,yes,yes,,strong,32,0,1
wiz8--gog-base--wiz8--18a74ff61c65,0043c810,call-target padding,yes,yes,push-ebx,strong,80,1,1
wiz8--gog-base--wiz8--18a74ff61c65,0043c860,call-target eh-record padding,yes,yes,eh-frame-setup,exact,720,1,4
wiz8--gog-base--wiz8--18a74ff61c65,0043cb30,call-target padding,yes,yes,sub-esp-imm8,strong,448,1,1
wiz8--gog-base--wiz8--18a74ff61c65,0043cc1d,padding,,yes,,rejected,,0,0
wiz8--gog-base--wiz8--18a74ff61c65,0043ccf0,call-target eh-record padding,yes,yes,eh-frame-setup,exact,1072,2,4
wiz8--gog-base--wiz8--18a74ff61c65,0043d120,call-target padding,yes,yes,sub-esp-imm8,strong,208,1,1
wiz8--gog-base--wiz8--18a74ff61c65,0043d1f0,call-target padding,yes,yes,sub-esp-imm32,strong,336,2,2
wiz8--gog-base--wiz8--18a74ff61c65,0043d340,call-target padding,yes,yes,sub-esp-imm32,strong,1536,1,11
wiz8--gog-base--wiz8--18a74ff61c65,0043d83f,padding,,yes,,rejected,,0,0
wiz8--gog-base--wiz8--18a74ff61c65,0043d940,call-target eh-record padding,yes,yes,eh-frame-setup,exact,12352,38,72
wiz8--gog-base--wiz8--18a74ff61c65,0043e21a,padding,,yes,,rejected,,0,0
wiz8--gog-base--wiz8--18a74ff61c65,0043e311,padding,,yes,,rejected,,0,0
wiz8--gog-base--wiz8--18a74ff61c65,0043e69c,padding,yes,yes,,padding-only,,0,0
wiz8--gog-base--wiz8--18a74ff61c65,0043e6de,padding,,yes,,rejected,,0,0
wiz8--gog-base--wiz8--18a74ff61c65,0043e749,padding,yes,yes,,padding-only,,0,0
wiz8--gog-base--wiz8--18a74ff61c65,0043f4c9,padding,,yes,,rejected,,0,0
wiz8--gog-base--wiz8--18a74ff61c65,0043f683,padding,yes,yes,,padding-only,,0,0
wiz8--gog-base--wiz8--18a74ff61c65,0043f6c0,padding,yes,yes,,padding-only,,0,0
wiz8--gog-base--wiz8--18a74ff61c65,0043f6ea,padding,yes,yes,,padding-only,,0,0
wiz8--gog-base--wiz8--18a74ff61c65,0043f714,padding,yes,yes,,padding-only,,0,0
wiz8--gog-base--wiz8--18a74ff61c65,0043fe18,padding,,yes,,rejected,,0,0
wiz8--gog-base--wiz8--18a74ff61c65,0043fef1,padding,,yes,,rejected,,0,0
wiz8--gog-base--wiz8--18a74ff61c65,0044051b,padding,,yes,,rejected,,0,0
wiz8--gog-base--wiz8--18a74ff61c65,004407dd,padding,yes,yes,,padding-only,,0,0
wiz8--gog-base--wiz8--18a74ff61c65,00440880,padding,yes,yes,,padding-only,,0,0
wiz8--gog-base--wiz8--18a74ff61c65,00440980,data-pointer padding,yes,yes,push-esi,strong,32,0,2
wiz8--gog-base--wiz8--18a74ff61c65,004409a0,call-target padding,yes,yes,,strong,16,1,0
wiz8--gog-base--wiz8--18a74ff61c65,004409ac,padding,,yes,,rejected,,0,0
wiz8--gog-base--wiz8--18a74ff61c65,004409b0,call-target padding,yes,yes,,strong,848,1,10
wiz8--gog-base--wiz8--18a74ff61c65,00440bae,padding,,yes,,rejected,,0,0
wiz8--gog-base--wiz8--18a74ff61c65,00440c45,padding,,yes,,rejected,,0,0
wiz8--gog-base--wiz8--18a74ff61c65,00440d00,call-target padding,yes,yes,,strong,208,2,1
wiz8--gog-base--wiz8--18a74ff61c65,00440dd0,call-target padding,yes,yes,sub-esp-imm8,strong,832,3,10
wiz8--gog-base--wiz8--18a74ff61c65,00441110,call-target padding,yes,yes,sub-esp-imm8,strong,1152,5,6
wiz8--gog-base--wiz8--18a74ff61c65,00441590,call-target padding,yes,yes,push-ebx,strong,352,1,1
wiz8--gog-base--wiz8--18a74ff61c65,004416f0,call-target padding,yes,yes,push-esi,strong,96,1,2
wiz8--gog-base--wiz8--18a74ff61c65,00441750,call-target padding,yes,yes,,strong,48,4,0
wiz8--gog-base--wiz8--18a74ff61c65,00441780,call-target padding,yes,yes,,strong,16,1,0
wiz8--gog-base--wiz8--18a74ff61c65,00441790,call-target padding,yes,yes,,strong,48,1,0
wiz8--gog-base--wiz8--18a74ff61c65,004417c0,call-target padding,yes,yes,sub-esp-imm32,strong,608,1,2
wiz8--gog-base--wiz8--18a74ff61c65,00441803,padding,,yes,,rejected,,0,0
wiz8--gog-base--wiz8--18a74ff61c65,00441a20,call-target padding,yes,yes,,strong,6,3,0
wiz8--gog-base--wiz8--18a74ff61c65,00441a26,eh-record,yes,,eh-frame-setup,exact,7434,0,15
wiz8--gog-base--wiz8--18a74ff61c65,00441f4d,padding,,yes,,rejected,,0,0
wiz8--gog-base--wiz8--18a74ff61c65,0044201b,padding,,yes,,rejected,,0,0
wiz8--gog-base--wiz8--18a74ff61c65,004422b3,padding,,yes,,rejected,,0,0
wiz8--gog-base--wiz8--18a74ff61c65,0044249a,padding,,yes,,rejected,,0,0
wiz8--gog-base--wiz8--18a74ff61c65,004426e6,padding,,yes,,rejected,,0,0
wiz8--gog-base--wiz8--18a74ff61c65,0044270d,padding,,yes,,rejected,,0,0
wiz8--gog-base--wiz8--18a74ff61c65,004427c0,padding,,yes,,rejected,,0,0
wiz8--gog-base--wiz8--18a74ff61c65,00442835,padding,,yes,,rejected,,0,0
wiz8--gog-base--wiz8--18a74ff61c65,00442940,padding,,yes,,rejected,,0,0
wiz8--gog-base--wiz8--18a74ff61c65,004429fb,padding,,yes,,rejected,,0,0
wiz8--gog-base--wiz8--18a74ff61c65,00442da5,padding,,yes,,rejected,,0,0
wiz8--gog-base--wiz8--18a74ff61c65,00443055,padding,,yes,,rejected,,0,0
wiz8--gog-base--wiz8--18a74ff61c65,0044310d,padding,,yes,,rejected,,0,0
wiz8--gog-base--wiz8--18a74ff61c65,004431fb,padding,,yes,,rejected,,0,0
wiz8--gog-base--wiz8--18a74ff61c65,00443446,padding,,yes,,rejected,,0,0
wiz8--gog-base--wiz8--18a74ff61c65,004434da,padding,yes,yes,,padding-only,,0,0
wiz8--gog-base--wiz8--18a74ff61c65,004435a1,padding,,yes,,rejected,,0,0
wiz8--gog-base--wiz8--18a74ff61c65,00443730,data-pointer padding,yes,yes,push-esi,strong,32,0,2
wiz8--gog-base--wiz8--18a74ff61c65,00443750,call-target padding,yes,yes,push-esi,strong,48,1,1
wiz8--gog-base--wiz8--18a74ff61c65,00443780,call-target padding,yes,yes,push-ebx,strong,176,33,0
wiz8--gog-base--wiz8--18a74ff61c65,00443830,call-target padding,yes,yes,sub-esp-imm8,strong,544,1,1
wiz8--gog-base--wiz8--18a74ff61c65,00443962,padding,,yes,,rejected,,0,0
wiz8--gog-base--wiz8--18a74ff61c65,00443a50,call-target,yes,yes,,strong,16,2,0
wiz8--gog-base--wiz8--18a74ff61c65,00443a60,call-target padding,yes,yes,push-edi,strong,128,1,0
wiz8--gog-base--wiz8--18a74ff61c65,00443ae0,call-target eh-record padding,yes,yes,eh-frame-setup,exact,592,1,9
wiz8--gog-base--wiz8--18a74ff61c65,00443c66,padding,yes,yes,,padding-only,,0,0
wiz8--gog-base--wiz8--18a74ff61c65,00443d30,call-target padding,yes,yes,,strong,144,1,0
wiz8--gog-base--wiz8--18a74ff61c65,00443dc0,call-target padding,yes,yes,push-ebx,strong,624,29,2
wiz8--gog-base--wiz8--18a74ff61c65,00444022,padding,yes,yes,,padding-only,,0,0
wiz8--gog-base--wiz8--18a74ff61c65,00444030,call-target padding,yes,yes,push-ebx,strong,160,29,0
wiz8--gog-base--wiz8--18a74ff61c65,004440d0,call-target padding,yes,yes,push-ebx,strong,160,21,0
wiz8--gog-base--wiz8--18a74ff61c65,00444170,call-target padding,yes,yes,push-ebx,strong,112,34,0
wiz8--gog-base--wiz8--18a74ff61c65,004441e0,call-target padding,yes,yes,sub-esp-imm32,strong,304,1,1
wiz8--gog-base--wiz8--18a74ff61c65,00444310,call-target padding,yes,yes,sub-esp-imm32,strong,672,1,3
wiz8--gog-base--wiz8--18a74ff61c65,00444313,padding,,yes,,rejected,,0,0
wiz8--gog-base--wiz8--18a74ff61c65,004445a0,padding,,yes,,rejected,,0,0
wiz8--gog-base--wiz8--18a74ff61c65,004445b0,call-target padding,yes,yes,push-esi,strong,80,3,1
wiz8--gog-base--wiz8--18a74ff61c65,00444600,call-target padding,yes,yes,,strong,336,2,1
wiz8--gog-base--wiz8--18a74ff61c65,00444750,call-target padding,yes,yes,push-esi,strong,160,2,2
wiz8--gog-base--wiz8--18a74ff61c65,004447f0,call-target padding,yes,yes,,strong,32,4,0
wiz8--gog-base--wiz8--18a74ff61c65,00444810,call-target,yes,yes,sub-esp-imm8,strong,496,1,5
wiz8--gog-base--wiz8--18a74ff61c65,00444869,padding,,yes,,rejected,,0,0
wiz8--gog-base--wiz8--18a74ff61c65,00444977,padding,yes,yes,,padding-only,,0,0
wiz8--gog-base--wiz8--18a74ff61c65,004449d1,padding,yes,yes,,padding-only,,0,0
wiz8--gog-base--wiz8--18a74ff61c65,00444a00,data-pointer padding,yes,yes,push-ebp-mov-esp,strong,1392,0,19
wiz8--gog-base--wiz8--18a74ff61c65,00444b61,padding,,yes,,rejected,,0,0
wiz8--gog-base--wiz8--18a74ff61c65,00444b85,padding,,yes,,rejected,,0,0
wiz8--gog-base--wiz8--18a74ff61c65,00444ca0,padding,,yes,,rejected,,0,0
wiz8--gog-base--wiz8--18a74ff61c65,00444cb3,padding,,yes,,rejected,,0,0
wiz8--gog-base--wiz8--18a74ff61c65,00444ec0,data-pointer padding,,yes,sub-esp-imm8,decode-disagrees,,0,0
wiz8--gog-base--wiz8--18a74ff61c65,00444f40,padding,,yes,,rejected,,0,0
wiz8--gog-base--wiz8--18a74ff61c65,00444f70,call-target eh-record padding,yes,yes,eh-frame-setup,exact,464,1,5
wiz8--gog-base--wiz8--18a74ff61c65,0044501a,padding,,yes,,rejected,,0,0
wiz8--gog-base--wiz8--18a74ff61c65,004450c1,padding,,yes,,rejected,,0,0
wiz8--gog-base--wiz8--18a74ff61c65,00445140,call-target padding,yes,yes,sub-esp-imm8,strong,192,1,4
wiz8--gog-base--wiz8--18a74ff61c65,00445200,call-target padding,yes,yes,sub-esp-imm32,strong,640,1,3
wiz8--gog-base--wiz8--18a74ff61c65,00445480,call-target padding,yes,yes,push-ebx,strong,128,1,0
wiz8--gog-base--wiz8--18a74ff61c65,00445500,call-target eh-record padding,yes,yes,eh-frame-setup,exact,368,2,7
wiz8--gog-base--wiz8--18a74ff61c65,0044557b,padding,,yes,,rejected,,0,0
wiz8--gog-base--wiz8--18a74ff61c65,00445670,call-target padding,yes,yes,,strong,112,1,2
wiz8--gog-base--wiz8--18a74ff61c65,004456c0,padding,yes,yes,push-esi,padding-only,,0,0
wiz8--gog-base--wiz8--18a74ff61c65,004456e0,call-target padding,yes,yes,,strong,80,1,1
wiz8--gog-base--wiz8--18a74ff61c65,00445718,padding,,yes,,rejected,,0,0
wiz8--gog-base--wiz8--18a74ff61c65,00445730,call-target padding,yes,yes,push-edi,strong,112,1,1
wiz8--gog-base--wiz8--18a74ff61c65,004457a0,call-target padding,yes,yes,,strong,32,1,0
wiz8--gog-base--wiz8--18a74ff61c65,004457c0,call-target padding,yes,yes,,strong,6,2,0
wiz8--gog-base--wiz8--18a74ff61c65,004457c6,eh-record,yes,,eh-frame-setup,exact,378,0,4
wiz8--gog-base--wiz8--18a74ff61c65,00445940,call-target padding,yes,yes,,strong,208,1,0
wiz8--gog-base--wiz8--18a74ff61c65,004459b7,padding,yes,yes,,padding-only,,0,0
wiz8--gog-base--wiz8--18a74ff61c65,00445a10,call-target,yes,yes,,strong,192,2,1
wiz8--gog-base--wiz8--18a74ff61c65,00445ad0,data-pointer padding,yes,yes,,strong,16,0,0
wiz8--gog-base--wiz8--18a74ff61c65,00445ae0,data-pointer padding,yes,yes,,strong,16,0,0
wiz8--gog-base--wiz8--18a74ff61c65,00445af0,data-pointer padding,yes,yes,,strong,784,0,0
wiz8--gog-base--wiz8--18a74ff61c65,00445be5,padding,,yes,,rejected,,0,0
wiz8--gog-base--wiz8--18a74ff61c65,00445e00,call-target eh-record padding,yes,yes,eh-frame-setup,exact,144,1,0
wiz8--gog-base--wiz8--18a74ff61c65,00445e90,data-pointer padding,yes,yes,push-esi,strong,48,0,1
wiz8--gog-base--wiz8--18a74ff61c65,00445ec0,data-pointer padding,yes,yes,push-esi,strong,32,0,2
wiz8--gog-base--wiz8--18a74ff61c65,00445ee0,call-target padding,yes,yes,,strong,16,1,0
wiz8--gog-base--wiz8--18a74ff61c65,00445ef0,call-target data-pointer padding,yes,yes,,strong,64,12,0
wiz8--gog-base--wiz8--18a74ff61c65,00445f30,call-target data-pointer padding,yes,yes,,strong,64,5,0
wiz8--gog-base--wiz8--18a74ff61c65,00445f70,call-target padding,yes,yes,push-ebx,strong,128,11,2
wiz8--gog-base--wiz8--18a74ff61c65,00445ff0,call-target padding,yes,yes,push-esi,strong,96,4,1
wiz8--gog-base--wiz8--18a74ff61c65,00446050,call-target padding,yes,yes,,strong,32,1,1
wiz8--gog-base--wiz8--18a74ff61c65,00446070,call-target padding,yes,yes,,strong,32,1,1
wiz8--gog-base--wiz8--18a74ff61c65,00446090,call-target padding,yes,yes,push-esi,strong,96,1,1
wiz8--gog-base--wiz8--18a74ff61c65,004460f0,call-target padding,yes,yes,,strong,32,1,1
wiz8--gog-base--wiz8--18a74ff61c65,00446110,call-target padding,yes,yes,,strong,32,4,0
wiz8--gog-base--wiz8--18a74ff61c65,00446130,data-pointer padding,yes,yes,push-esi,strong,48,0,1
wiz8--gog-base--wiz8--18a74ff61c65,00446160,data-pointer padding,yes,yes,push-esi,strong,48,0,1
wiz8--gog-base--wiz8--18a74ff61c65,00446190,data-pointer padding,yes,yes,push-esi,strong,32,0,2
wiz8--gog-base--wiz8--18a74ff61c65,004461b0,data-pointer padding,yes,yes,push-esi,strong,48,0,1
wiz8--gog-base--wiz8--18a74ff61c65,004461e0,data-pointer padding,yes,yes,push-esi,strong,32,0,2
wiz8--gog-base--wiz8--18a74ff61c65,00446200,data-pointer padding,yes,yes,push-esi,strong,48,0,1
wiz8--gog-base--wiz8--18a74ff61c65,00446230,data-pointer padding,yes,yes,push-esi,strong,32,0,2
wiz8--gog-base--wiz8--18a74ff61c65,00446250,call-target padding,yes,yes,push-esi,strong,224,2,0
wiz8--gog-base--wiz8--18a74ff61c65,00446330,call-target padding,yes,yes,,strong,32,4,0
wiz8--gog-base--wiz8--18a74ff61c65,00446350,call-target padding,yes,yes,push-edi,strong,64,3,2
wiz8--gog-base--wiz8--18a74ff61c65,00446390,call-target eh-record padding,yes,yes,eh-frame-setup,exact,832,2,4
wiz8--gog-base--wiz8--18a74ff61c65,00446434,padding,,yes,,rejected,,0,0
wiz8--gog-base--wiz8--18a74ff61c65,0044668f,padding,,yes,,rejected,,0,0
wiz8--gog-base--wiz8--18a74ff61c65,004466d0,call-target eh-record padding,yes,yes,eh-frame-setup,exact,256,1,3
wiz8--gog-base--wiz8--18a74ff61c65,004466f3,padding,,yes,,rejected,,0,0
wiz8--gog-base--wiz8--18a74ff61c65,004467d0,call-target padding,yes,yes,push-ebx,strong,80,2,2
wiz8--gog-base--wiz8--18a74ff61c65,00446820,call-target eh-record padding,yes,yes,eh-frame-setup,exact,464,2,7
wiz8--gog-base--wiz8--18a74ff61c65,004468cb,padding,,yes,,rejected,,0,0
wiz8--gog-base--wiz8--18a74ff61c65,00446907,padding,,yes,,rejected,,0,0
wiz8--gog-base--wiz8--18a74ff61c65,00446918,padding,,yes,,rejected,,0,0
wiz8--gog-base--wiz8--18a74ff61c65,0044694b,padding,,yes,,rejected,,0,0
wiz8--gog-base--wiz8--18a74ff61c65,00446951,padding,,yes,,rejected,,0,0
wiz8--gog-base--wiz8--18a74ff61c65,004469f0,call-target eh-record padding,yes,yes,eh-frame-setup,exact,784,2,7
wiz8--gog-base--wiz8--18a74ff61c65,00446b1a,padding,,yes,,rejected,,0,0
wiz8--gog-base--wiz8--18a74ff61c65,00446b9b,padding,,yes,,rejected,,0,0
wiz8--gog-base--wiz8--18a74ff61c65,00446ba4,padding,,yes,,rejected,,0,0
wiz8--gog-base--wiz8--18a74ff61c65,00446bbc,padding,,yes,,rejected,,0,0
wiz8--gog-base--wiz8--18a74ff61c65,00446c43,padding,,yes,,rejected,,0,0
wiz8--gog-base--wiz8--18a74ff61c65,00446d00,call-target padding,yes,yes,,strong,128,1,1
wiz8--gog-base--wiz8--18a74ff61c65,00446d2e,padding,yes,yes,,padding-only,,0,0
wiz8--gog-base--wiz8--18a74ff61c65,00446d33,padding,yes,yes,,padding-only,,0,0
wiz8--gog-base--wiz8--18a74ff61c65,00446d80,call-target eh-record padding,yes,yes,eh-frame-setup,exact,416,1,3
wiz8--gog-base--wiz8--18a74ff61c65,00446dbd,padding,,yes,,rejected,,0,0
wiz8--gog-base--wiz8--18a74ff61c65,00446e06,padding,yes,yes,,padding-only,,0,0
wiz8--gog-base--wiz8--18a74ff61c65,00446ef5,padding,,yes,,rejected,,0,0
wiz8--gog-base--wiz8--18a74ff61c65,00446f20,call-target eh-record padding,yes,yes,eh-frame-setup,exact,496,2,5
wiz8--gog-base--wiz8--18a74ff61c65,00446f79,padding,,yes,,rejected,,0,0
wiz8--gog-base--wiz8--18a74ff61c65,00446ff3,padding,,yes,,rejected,,0,0
wiz8--gog-base--wiz8--18a74ff61c65,004470b7,padding,,yes,,rejected,,0,0
wiz8--gog-base--wiz8--18a74ff61c65,00447110,call-target padding,yes,yes,push-ebx,strong,512,2,2
wiz8--gog-base--wiz8--18a74ff61c65,004471ce,padding,yes,yes,,padding-only,,0,0
wiz8--gog-base--wiz8--18a74ff61c65,00447239,padding,yes,yes,,padding-only,,0,0
wiz8--gog-base--wiz8--18a74ff61c65,00447310,call-target padding,yes,yes,sub-esp-imm8,strong,432,1,0
wiz8--gog-base--wiz8--18a74ff61c65,004474c0,call-target,yes,yes,push-esi,strong,80,1,0
wiz8--gog-base--wiz8--18a74ff61c65,00447510,data-pointer padding,yes,yes,,strong,48,0,1
wiz8--gog-base--wiz8--18a74ff61c65,00447530,padding,yes,yes,,padding-only,,0,0
wiz8--gog-base--wiz8--18a74ff61c65,00447540,data-pointer padding,yes,yes,,strong,48,0,1
wiz8--gog-base--wiz8--18a74ff61c65,00447560,padding,yes,yes,,padding-only,,0,0
wiz8--gog-base--wiz8--18a74ff61c65,00447568,padding,,yes,,rejected,,0,0
wiz8--gog-base--wiz8--18a74ff61c65,00447570,call-target padding,yes,yes,,strong,6,2,0
wiz8--gog-base--wiz8--18a74ff61c65,00447576,eh-record,yes,,eh-frame-setup,exact,234,0,4
wiz8--gog-base--wiz8--18a74ff61c65,00447660,call-target padding,yes,yes,sub-esp-imm32,strong,2384,1,3
wiz8--gog-base--wiz8--18a74ff61c65,00447bea,padding,,yes,,rejected,,0,0
wiz8--gog-base--wiz8--18a74ff61c65,00447fb0,call-target padding,yes,yes,,strong,752,1,2
wiz8--gog-base--wiz8--18a74ff61c65,00447fe1,padding,,yes,,rejected,,0,0
wiz8--gog-base--wiz8--18a74ff61c65,00448197,padding,,yes,,rejected,,0,0
wiz8--gog-base--wiz8--18a74ff61c65,004482a0,call-target padding,yes,yes,,strong,112,1,0
wiz8--gog-base--wiz8--18a74ff61c65,00448310,call-target padding,yes,yes,push-ebp,strong,736,1,1
wiz8--gog-base--wiz8--18a74ff61c65,0044839b,padding,yes,yes,,padding-only,,0,0
wiz8--gog-base--wiz8--18a74ff61c65,004484e4,padding,yes,yes,,padding-only,,0,0
wiz8--gog-base--wiz8--18a74ff61c65,004484fd,padding,,yes,,rejected,,0,0
wiz8--gog-base--wiz8--18a74ff61c65,0044856d,padding,yes,yes,,padding-only,,0,0
wiz8--gog-base--wiz8--18a74ff61c65,00448586,padding,,yes,,rejected,,0,0
wiz8--gog-base--wiz8--18a74ff61c65,004485f0,call-target padding,yes,yes,push-ebx,strong,592,1,1
wiz8--gog-base--wiz8--18a74ff61c65,004486a9,padding,,yes,,rejected,,0,0
wiz8--gog-base--wiz8--18a74ff61c65,0044873e,padding,,yes,,rejected,,0,0
wiz8--gog-base--wiz8--18a74ff61c65,00448840,call-target eh-record padding,yes,yes,eh-frame-setup,exact,544,2,3
wiz8--gog-base--wiz8--18a74ff61c65,00448a60,call-target padding,yes,yes,,strong,400,1,0
wiz8--gog-base--wiz8--18a74ff61c65,00448bf0,call-target padding,yes,yes,push-ebx,strong,112,1,1
wiz8--gog-base--wiz8--18a74ff61c65,00448c60,call-target padding,yes,yes,sub-esp-imm8,strong,512,1,2
wiz8--gog-base--wiz8--18a74ff61c65,00448e01,padding,yes,yes,,padding-only,,0,0
wiz8--gog-base--wiz8--18a74ff61c65,00448e60,call-target padding,yes,yes,sub-esp-imm8,strong,432,1,2
wiz8--gog-base--wiz8--18a74ff61c65,00448f1b,padding,,yes,,rejected,,0,0
wiz8--gog-base--wiz8--18a74ff61c65,00448f3f,padding,,yes,,rejected,,0,0
wiz8--gog-base--wiz8--18a74ff61c65,00448fa4,padding,,yes,,rejected,,0,0
wiz8--gog-base--wiz8--18a74ff61c65,00448fcd,padding,,yes,,rejected,,0,0
wiz8--gog-base--wiz8--18a74ff61c65,00448fd7,padding,,yes,,rejected,,0,0
wiz8--gog-base--wiz8--18a74ff61c65,00448fe6,padding,yes,yes,,padding-only,,0,0
wiz8--gog-base--wiz8--18a74ff61c65,00449010,call-target padding,yes,yes,,strong,6,2,0
wiz8--gog-base--wiz8--18a74ff61c65,00449016,eh-record,yes,,eh-frame-setup,exact,554,0,6
wiz8--gog-base--wiz8--18a74ff61c65,004490e9,padding,yes,yes,,padding-only,,0,0
wiz8--gog-base--wiz8--18a74ff61c65,00449180,padding,,yes,,rejected,,0,0
wiz8--gog-base--wiz8--18a74ff61c65,004491a4,padding,,yes,,rejected,,0,0
wiz8--gog-base--wiz8--18a74ff61c65,00449240,call-target padding,yes,yes,,strong,6,1,0
wiz8--gog-base--wiz8--18a74ff61c65,00449246,eh-record,yes,,eh-frame-setup,exact,1402,0,5
wiz8--gog-base--wiz8--18a74ff61c65,004492bd,padding,,yes,,rejected,,0,0
wiz8--gog-base--wiz8--18a74ff61c65,0044946a,padding,,yes,,rejected,,0,0
wiz8--gog-base--wiz8--18a74ff61c65,0044948e,padding,,yes,,rejected,,0,0
wiz8--gog-base--wiz8--18a74ff61c65,00449655,padding,,yes,,rejected,,0,0
wiz8--gog-base--wiz8--18a74ff61c65,00449672,padding,,yes,,rejected,,0,0
wiz8--gog-base--wiz8--18a74ff61c65,004497c0,call-target padding,yes,yes,,strong,6,1,0
wiz8--gog-base--wiz8--18a74ff61c65,004497c6,eh-record,yes,,eh-frame-setup,exact,250,0,3
wiz8--gog-base--wiz8--18a74ff61c65,00449880,padding,yes,yes,,padding-only,,0,0
wiz8--gog-base--wiz8--18a74ff61c65,0044989d,padding,yes,yes,,padding-only,,0,0
wiz8--gog-base--wiz8--18a74ff61c65,004498c0,call-target padding,yes,yes,push-ebx,strong,384,4,1
wiz8--gog-base--wiz8--18a74ff61c65,00449997,padding,,yes,,rejected,,0,0
wiz8--gog-base--wiz8--18a74ff61c65,00449a01,padding,,yes,,rejected,,0,0
wiz8--gog-base--wiz8--18a74ff61c65,00449a40,call-target padding,yes,yes,sub-esp-imm8,strong,368,3,0
wiz8--gog-base--wiz8--18a74ff61c65,00449b33,padding,yes,yes,,padding-only,,0,0
wiz8--gog-base--wiz8--18a74ff61c65,00449bb0,call-target padding,yes,yes,push-ebx,strong,352,2,4
wiz8--gog-base--wiz8--18a74ff61c65,00449d10,call-target eh-record padding,yes,yes,eh-frame-setup,exact,2752,1,8
wiz8--gog-base--wiz8--18a74ff61c65,00449d82,padding,,yes,,rejected,,0,0
wiz8--gog-base--wiz8--18a74ff61c65,00449d8c,padding,,yes,,rejected,,0,0
wiz8--gog-base--wiz8--18a74ff61c65,0044a13a,padding,yes,yes,,padding-only,,0,0
wiz8--gog-base--wiz8--18a74ff61c65,0044a2a6,padding,yes,yes,,padding-only,,0,0
wiz8--gog-base--wiz8--18a74ff61c65,0044a7d0,call-target padding,yes,yes,,strong,416,1,2
wiz8--gog-base--wiz8--18a74ff61c65,0044a83d,padding,yes,yes,,padding-only,,0,0
wiz8--gog-base--wiz8--18a74ff61c65,0044a89e,padding,yes,yes,,padding-only,,0,0
wiz8--gog-base--wiz8--18a74ff61c65,0044a8a1,padding,,yes,,rejected,,0,0
wiz8--gog-base--wiz8--18a74ff61c65,0044a970,call-target padding,yes,yes,sub-esp-imm8,strong,208,1,0
wiz8--gog-base--wiz8--18a74ff61c65,0044aa40,call-target padding,yes,yes,sub-esp-imm8,strong,592,1,2
wiz8--gog-base--wiz8--18a74ff61c65,0044aafd,padding,,yes,,rejected,,0,0
wiz8--gog-base--wiz8--18a74ff61c65,0044ac90,data-pointer padding,yes,yes,,strong,48,0,1
wiz8--gog-base--wiz8--18a74ff61c65,0044acb0,padding,yes,yes,,padding-only,,0,0
wiz8--gog-base--wiz8--18a74ff61c65,0044acc0,data-pointer padding,yes,yes,,strong,48,0,1
wiz8--gog-base--wiz8--18a74ff61c65,0044ace0,padding,yes,yes,,padding-only,,0,0
wiz8--gog-base--wiz8--18a74ff61c65,0044ace8,padding,,yes,,rejected,,0,0
wiz8--gog-base--wiz8--18a74ff61c65,0044acf0,data-pointer padding,yes,yes,push-esi,strong,32,0,2
wiz8--gog-base--wiz8--18a74ff61c65,0044ad10,call-target eh-record padding,yes,yes,eh-frame-setup,exact,288,1,3
wiz8--gog-base--wiz8--18a74ff61c65,0044ae30,call-target eh-record padding,yes,yes,eh-frame-setup,exact,176,1,2
wiz8--gog-base--wiz8--18a74ff61c65,0044aee0,call-target padding,yes,yes,sub-esp-imm8,strong,2848,1,24
wiz8--gog-base--wiz8--18a74ff61c65,0044b0bf,padding,,yes,,rejected,,0,0
wiz8--gog-base--wiz8--18a74ff61c65,0044b211,padding,,yes,,rejected,,0,0
wiz8--gog-base--wiz8--18a74ff61c65,0044b439,padding,yes,yes,,padding-only,,0,0
wiz8--gog-base--wiz8--18a74ff61c65,0044b4da,padding,yes,yes,,padding-only,,0,0
wiz8--gog-base--wiz8--18a74ff61c65,0044b681,padding,,yes,,rejected,,0,0
wiz8--gog-base--wiz8--18a74ff61c65,0044b8d9,padding,,yes,,rejected,,0,0
wiz8--gog-base--wiz8--18a74ff61c65,0044ba00,call-target,yes,,push-esi,strong,80,2,3
wiz8--gog-base--wiz8--18a74ff61c65,0044ba50,call-target padding,yes,yes,push-ebx,strong,144,1,0
wiz8--gog-base--wiz8--18a74ff61c65,0044ba73,padding,yes,yes,,padding-only,,0,0
wiz8--gog-base--wiz8--18a74ff61c65,0044bae0,call-target padding,yes,yes,push-ebx,strong,64,1,0
wiz8--gog-base--wiz8--18a74ff61c65,0044bb20,call-target padding,yes,yes,push-esi,strong,224,1,0
wiz8--gog-base--wiz8--18a74ff61c65,0044bc00,call-target eh-record padding,yes,yes,eh-frame-setup,exact,672,2,6
