call_site,call_kind,containing_function,source_path,line,expression,message
004a652e,direct,004a5f20,C:\Projects\Wizardry 8\Engine Code\GrCycle.cpp,251,pPartSys,
004a6811,direct,004a67e0,C:\Projects\Wizardry 8\Engine Code\GrCycle.cpp,374,pacName && ppCycle,
004a694f,direct,004a67e0,C:\Projects\Wizardry 8\Engine Code\GrCycle.cpp,408,fSuccess,
004a69b3,register-indirect,004a6970,C:\Projects\Wizardry 8\Engine Code\GrCycle.cpp,442,pInfo,
004a6a1c,register-indirect,004a6970,C:\Projects\Wizardry 8\Engine Code\GrCycle.cpp,466,pCycle,
004a6a83,register-indirect,004a6970,C:\Projects\Wizardry 8\Engine Code\GrCycle.cpp,486,fSuccess,
004a6c3e,direct,004a6970,C:\Projects\Wizardry 8\Engine Code\GrCycle.cpp,513,pPartSys,
004a7077,direct,004a6fc0,C:\Projects\Wizardry 8\Engine Code\GrCycle.cpp,1598,(bBehaviour >= BEHAVIOUR_FIRST) && (bBehaviour <= BEHAVIOUR_LAST),
004a743f,direct,004a7420,C:\Projects\Wizardry 8\Engine Code\GrCycle.cpp,942,pRep,
004a74a6,register-indirect,004a7470,C:\Projects\Wizardry 8\Engine Code\GrCycle.cpp,977,pWorld,
004a7526,direct,004a7470,C:\Projects\Wizardry 8\Engine Code\GrCycle.cpp,996,psrMesh,
004a7731,direct,004a7470,C:\Projects\Wizardry 8\Engine Code\GrCycle.cpp,1039,psrMesh,
004a7aeb,direct,004a7a70,C:\Projects\Wizardry 8\Engine Code\GrCycle.cpp,1142,psrMesh,
004a7b57,direct,004a7a70,C:\Projects\Wizardry 8\Engine Code\GrCycle.cpp,1156,pWorld,
004a7e29,direct,004a7e10,C:\Projects\Wizardry 8\Engine Code\GrCycle.cpp,1345,0,
004a82d8,register-indirect,004a8250,C:\Projects\Wizardry 8\Engine Code\GrCycle.cpp,1521,bLOD >= 0 && bLOD < NUM_LODS,
004a82f2,register-indirect,004a8250,C:\Projects\Wizardry 8\Engine Code\GrCycle.cpp,1522,bFrame >= 0,
004a8310,register-indirect,004a8250,C:\Projects\Wizardry 8\Engine Code\GrCycle.cpp,1523,bCycle >= 0,
004a8388,register-indirect,004a8360,C:\Projects\Wizardry 8\Engine Code\GrCycle.cpp,1521,bLOD >= 0 && bLOD < NUM_LODS,
004a83a6,register-indirect,004a8360,C:\Projects\Wizardry 8\Engine Code\GrCycle.cpp,1522,bFrame >= 0,
004a83c4,register-indirect,004a8360,C:\Projects\Wizardry 8\Engine Code\GrCycle.cpp,1523,bCycle >= 0,
004a8488,direct,004a8460,C:\Projects\Wizardry 8\Engine Code\GrCycle.cpp,1598,(bBehaviour >= BEHAVIOUR_FIRST) && (bBehaviour <= BEHAVIOUR_LAST),
004a84e8,direct,004a84c0,C:\Projects\Wizardry 8\Engine Code\GrCycle.cpp,1656,!m_fDeleteLights || (m_fDeleteLights && !m_plsLights),
004a869d,register-indirect,004a8650,C:\Projects\Wizardry 8\Engine Code\GrCycle.cpp,1732,plsCyclesOfAName->Length(),
004a8743,direct,004a8700,C:\Projects\Wizardry 8\Engine Code\GrCycle.cpp,1766,plsCyclesOfAName->Length(),
004a8815,direct,004a87a0,C:\Projects\Wizardry 8\Engine Code\GrCycle.cpp,1801,plsCyclesOfThisName->Length(),
004a8875,direct,004a8830,C:\Projects\Wizardry 8\Engine Code\GrCycle.cpp,1830,plsCyclesOfAName->Length(),
004a8aa7,direct,004a89a0,C:\Projects\Wizardry 8\Engine Code\GrCycle.cpp,1891,plsCyclesOfThisName->Length(),
004a922e,direct,004a91f0,C:\Projects\Wizardry 8\Engine Code\PathAI.CPP,1429,pPathAI&&pRep,
004a93fb,register-indirect,004a92a0,C:\Projects\Wizardry 8\Engine Code\PathAI.CPP,260,pPathAI->pRotations,
004a9442,register-indirect,004a92a0,C:\Projects\Wizardry 8\Engine Code\PathAI.CPP,266,pPathAI->pvecScales,
004a98ff,direct,004a98c0,C:\Projects\Wizardry 8\Engine Code\PathAI.CPP,495,pPathAI,
004a9c63,direct,004a9c30,C:\Projects\Wizardry 8\Engine Code\PathAI.CPP,662,pPathAI,
004a9c81,direct,004a9c30,C:\Projects\Wizardry 8\Engine Code\PathAI.CPP,663,pPathAI->plsPoints,
004a9de4,direct,004a9c30,C:\Projects\Wizardry 8\Engine Code\PathAI.CPP,1134,pPathAI,
004a9f39,direct,004a9f20,C:\Projects\Wizardry 8\Engine Code\PathAI.CPP,1083,pPathAI,
004a9f7c,direct,004a9f60,C:\Projects\Wizardry 8\Engine Code\PathAI.CPP,1134,pPathAI,
004aa210,direct,004aa1f0,C:\Projects\Wizardry 8\Engine Code\PathAI.CPP,1312,pPathAI,
004aa396,register-indirect,004aa370,C:\Projects\Wizardry 8\Engine Code\PathAI.CPP,1511,pPathAI,
004aa3bc,register-indirect,004aa370,C:\Projects\Wizardry 8\Engine Code\PathAI.CPP,1512,pPathAI->flPosition>=0.0f,
004aa9e9,direct,004aa9d0,C:\Projects\Wizardry 8\Engine Code\PathAI.CPP,1756,pPathAI,
004aaa29,direct,004aaa10,C:\Projects\Wizardry 8\Engine Code\PathAI.CPP,1774,pPathAI,
004aab9e,direct,004aab80,C:\Projects\Wizardry 8\Engine Code\Spells.cpp,304,pWorld,
004aaedd,direct,004aad20,C:\Projects\Wizardry 8\Engine Code\Spells.cpp,408,plsNewLights,Out of memory creating monster light list
004aafca,direct,004aad20,C:\Projects\Wizardry 8\Engine Code\Spells.cpp,416,pstNewLight,Out of memory creating monster light
004ab2e4,direct,004ab2c0,C:\Projects\Wizardry 8\Engine Code\Spells.cpp,512,pao,
004ab3e9,direct,004ab340,C:\Projects\Wizardry 8\Engine Code\Spells.cpp,602,pInfo && pInfo->hFile && pSpell,
004ab68e,register-indirect,004ab580,C:\Projects\Wizardry 8\Engine Code\Spells.cpp,1030,pSpell,
004ab6b0,register-indirect,004ab580,C:\Projects\Wizardry 8\Engine Code\Spells.cpp,760,*ppSpell,
004ab792,direct,004ab580,C:\Projects\Wizardry 8\Engine Code\Spells.cpp,1330,pacName,
004ab903,direct,004ab580,C:\Projects\Wizardry 8\Engine Code\Spells.cpp,1330,pacName,
004ab9d0,direct,004ab580,C:\Projects\Wizardry 8\Engine Code\Spells.cpp,1330,pacName,
004abb5d,direct,004ab580,C:\Projects\Wizardry 8\Engine Code\Spells.cpp,869,*ppSpell,
004abcbe,direct,004abbb0,C:\Projects\Wizardry 8\Engine Code\Spells.cpp,960,m_pRep,
004ac404,direct,004ac3d0,C:\Projects\Wizardry 8\Engine Code\Spells.cpp,1308,pSpell,
004ac4fe,direct,004ac4e0,C:\Projects\Wizardry 8\Engine Code\Spells.cpp,1370,bCycle<SPELL_NUM_CYCLES,
004ac5a4,direct,004ac580,C:\Projects\Wizardry 8\Engine Code\Spells.cpp,1473,bCycle >= SPELL_CYCLE_FIRST && bCycle <= SPELL_CYCLE_LAST,
004ac8cc,direct,004ac8a0,C:\Projects\Wizardry 8\Engine Code\Spells.cpp,1619,pao,
004accb9,direct,004acc10,C:\Projects\Wizardry 8\Engine Code\Spells.cpp,1908,s_pSpellTable,
004acdac,register-indirect,004acd80,C:\Projects\Wizardry 8\Engine Code\Spells.cpp,2089,pMonster,
004acdcb,register-indirect,004acd80,C:\Projects\Wizardry 8\Engine Code\Spells.cpp,2091,pMonRep,
004acdeb,register-indirect,004acd80,C:\Projects\Wizardry 8\Engine Code\Spells.cpp,2092,pMonRep->GetSpellIcons(),
004ace17,register-indirect,004acd80,C:\Projects\Wizardry 8\Engine Code\Spells.cpp,2095,iIcon != SPELL_ICON_NONE,
004ace87,register-indirect,004acd80,C:\Projects\Wizardry 8\Engine Code\Spells.cpp,2075,pSpellMI,
004acfaa,direct,004acf90,C:\Projects\Wizardry 8\Engine Code\Spells.cpp,2130,pMonster,
004acfcd,direct,004acf90,C:\Projects\Wizardry 8\Engine Code\Spells.cpp,2132,pMonRep,
004ad017,direct,004acf90,C:\Projects\Wizardry 8\Engine Code\Spells.cpp,2075,pSpellMI,
004ad0b5,direct,004ad080,C:\Projects\Wizardry 8\Engine Code\Spells.cpp,2169,pMLS && strlen(pMLS),
004ad45d,direct,004ad430,C:\Projects\Wizardry 8\Engine Code\Spells.cpp,2228,pMLS && strlen(pMLS),
004ad663,register-indirect,004ad630,C:\Projects\Wizardry 8\Engine Code\Spells.cpp,2281,pMLS && strlen(pMLS),
004ad680,register-indirect,004ad630,C:\Projects\Wizardry 8\Engine Code\Spells.cpp,2282,pMonster,
004ad8cd,direct,004ad8a0,C:\Projects\Wizardry 8\Engine Code\Spells.cpp,2367,pMLS && strlen(pMLS),
004adb4d,direct,004adb20,C:\Projects\Wizardry 8\Engine Code\Spells.cpp,2449,pMLS && strlen(pMLS),
004b1b27,register-indirect,004b19f0,C:\Projects\Wizardry 8\Engine Code\OctBuildPreTree.cpp,1777,m_pulRegPaths,
004b1b7d,register-indirect,004b19f0,C:\Projects\Wizardry 8\Engine Code\OctBuildPreTree.cpp,1779,m_psrvRegCenters,
004b546a,direct,004b53d0,C:\Projects\Wizardry 8\Engine Code\AnimRep.cpp,78,gpsrTimer,
004b5587,direct,004b54a0,C:\Projects\Wizardry 8\Engine Code\AnimRep.cpp,100,gpsrTimer,
004b55e0,direct,004b55c0,C:\Projects\Wizardry 8\Engine Code\AnimRep.cpp,106,bFrameMethod >= DIR_FIRST && bFrameMethod <= DIR_LAST,
004b580b,register-indirect,004b57e0,C:\Projects\Wizardry 8\Engine Code\AniMesh.cpp,114,pAniMesh,
004b5847,register-indirect,004b57e0,C:\Projects\Wizardry 8\Engine Code\AniMesh.cpp,122,pAniMesh->strBitmapDir,
004b5861,register-indirect,004b57e0,C:\Projects\Wizardry 8\Engine Code\AniMesh.cpp,123,pAniMesh->strFilename,
004b589a,direct,004b5880,C:\Projects\Wizardry 8\Engine Code\AniMesh.cpp,145,pAniMesh,
004b58ec,direct,004b58d0,C:\Projects\Wizardry 8\Engine Code\AniMesh.cpp,176,pOther,
004b5918,direct,004b58d0,C:\Projects\Wizardry 8\Engine Code\AniMesh.cpp,180,pAniMesh,
004b59b6,direct,004b58d0,C:\Projects\Wizardry 8\Engine Code\AniMesh.cpp,198,pAniMesh->strBitmapDir,
004b59d7,direct,004b58d0,C:\Projects\Wizardry 8\Engine Code\AniMesh.cpp,199,pAniMesh->strFilename,
004b5a4e,direct,004b58d0,C:\Projects\Wizardry 8\Engine Code\AniMesh.cpp,212,pAniMesh->ppsrMeshes,
004b5ab1,direct,004b58d0,C:\Projects\Wizardry 8\Engine Code\AniMesh.cpp,222,pAniMesh->ppsrMeshes,
004b5b53,direct,004b5b30,C:\Projects\Wizardry 8\Engine Code\AniMesh.cpp,261,pInfo&&pAniMesh,
004b5d58,direct,004b5d00,C:\Projects\Wizardry 8\Engine Code\AniMesh.cpp,409,0,
004b5dc4,direct,004b5d00,C:\Projects\Wizardry 8\Engine Code\AniMesh.cpp,429,fSuccess,
004b5e9e,register-indirect,004b5d00,C:\Projects\Wizardry 8\Engine Code\AniMesh.cpp,453,fSuccess,
004b5ef6,register-indirect,004b5d00,C:\Projects\Wizardry 8\Engine Code\AniMesh.cpp,464,pAniMesh->ppsrMeshes,
004b5f37,register-indirect,004b5d00,C:\Projects\Wizardry 8\Engine Code\AniMesh.cpp,475,pAniMesh->ppsrMeshes,
004b6066,direct,004b5d00,C:\Projects\Wizardry 8\Engine Code\AniMesh.cpp,497,fSuccess,
004b60e4,register-indirect,004b5d00,C:\Projects\Wizardry 8\Engine Code\AniMesh.cpp,702,pAniMesh,
004b6114,register-indirect,004b5d00,C:\Projects\Wizardry 8\Engine Code\AniMesh.cpp,710,0,
004b618f,direct,004b5d00,C:\Projects\Wizardry 8\Engine Code\AniMesh.cpp,702,pAniMesh,
004b61c1,direct,004b5d00,C:\Projects\Wizardry 8\Engine Code\AniMesh.cpp,710,0,
004b62de,register-indirect,004b6290,C:\Projects\Wizardry 8\Engine Code\AniMesh.cpp,575,fi.hFile,
004b6409,direct,004b63f0,C:\Projects\Wizardry 8\Engine Code\AniMesh.cpp,650,pAniMesh,
004b6463,direct,004b63f0,C:\Projects\Wizardry 8\Engine Code\AniMesh.cpp,710,0,
004b6509,direct,004b64f0,C:\Projects\Wizardry 8\Engine Code\AniMesh.cpp,702,pAniMesh,
004b653d,direct,004b64f0,C:\Projects\Wizardry 8\Engine Code\AniMesh.cpp,710,0,
004b659a,direct,004b6550,C:\Projects\Wizardry 8\Engine Code\AniMesh.cpp,750,0,
004b6622,direct,004b6550,C:\Projects\Wizardry 8\Engine Code\AniMesh.cpp,742,0,
004b6659,direct,004b6640,C:\Projects\Wizardry 8\Engine Code\AniMesh.cpp,791,pAniMesh,
004b668d,direct,004b6640,C:\Projects\Wizardry 8\Engine Code\AniMesh.cpp,799,0,
004b670a,register-indirect,004b66e0,C:\Projects\Wizardry 8\Engine Code\AniMesh.cpp,840,pAniMesh&&pflRadius,
004b673e,register-indirect,004b66e0,C:\Projects\Wizardry 8\Engine Code\AniMesh.cpp,848,0,
004b67d8,direct,004b6770,C:\Projects\Wizardry 8\Engine Code\AniMesh.cpp,976,pAniMesh,
004b684f,direct,004b6770,C:\Projects\Wizardry 8\Engine Code\AniMesh.cpp,925,0,mimp.cpp -> Tell a programmer : running out of monster memory.
004b6879,direct,004b6860,C:\Projects\Wizardry 8\Engine Code\AniMesh.cpp,951,pAniMesh,
004b6a62,direct,004b69a0,C:\Projects\Wizardry 8\Engine Code\GrObject.cpp,66,m_plsSoundEvents,
004b6c8b,direct,004b6bd0,C:\Projects\Wizardry 8\Engine Code\GrObject.cpp,139,m_plsSoundEvents,
004b6fb7,register-indirect,004b6f30,C:\Projects\Wizardry 8\Engine Code\GDProp.cpp,160,m_pGDSurfaces,
004b7031,register-indirect,004b6f30,C:\Projects\Wizardry 8\Engine Code\GDProp.cpp,174,m_pVertices,
004b77a9,direct,004b7730,C:\Projects\Wizardry 8\Engine Code\GDProp.cpp,578,pusNewList,CheckConditionalWayPt: Couldn't allocate new waypt list.
004b7a48,direct,004b7830,C:\Projects\Wizardry 8\Engine Code\GDProp.cpp,653,pusNewList,CheckConditionalWayPt: Couldn't allocate new waypt list.
004b7c8c,register-indirect,004b7c00,C:\Projects\Wizardry 8\Engine Code\GDProp.cpp,853,FALSE,Transform prop made collideable!!!
004b7d37,register-indirect,004b7c00,C:\Projects\Wizardry 8\Engine Code\GDProp.cpp,868,m_pGDSurfaces,
004b9083,direct,004b8a70,C:\Projects\Wizardry 8\Engine Code\materials.cpp,228,*ppstMaterial,
004b934b,direct,004b9280,C:\Projects\Wizardry 8\Engine Code\materials.cpp,304,*ppstMaterial,
004b9745,direct,004b95d0,C:\Projects\Wizardry 8\Engine Code\materials.cpp,401,psrTexture,
004b98ae,direct,004b95d0,C:\Projects\Wizardry 8\Engine Code\materials.cpp,423,psrTexture,
004bad6b,register-indirect,004bad40,C:\Projects\Wizardry 8\Engine Code\UpdateMesh.cpp,543,pWorld,
004bad85,register-indirect,004bad40,C:\Projects\Wizardry 8\Engine Code\UpdateMesh.cpp,544,pWorld->Tree.pQuads,
004baf79,direct,004baf60,C:\Projects\Wizardry 8\Engine Code\UpdateMesh.cpp,674,pWorld,
004bb13f,direct,004baff0,C:\Projects\Wizardry 8\Engine Code\ReadLevel.cpp,250,psrMesh,
004bb645,direct,004baff0,C:\Projects\Wizardry 8\Engine Code\ReadLevel.cpp,348,fSuccess,
004bbb0f,direct,004bbad0,C:\Projects\Wizardry 8\Engine Code\ReadLevel.cpp,486,fSuccess,Couldn't read number of lights
004bbcb7,direct,004bbad0,C:\Projects\Wizardry 8\Engine Code\ReadLevel.cpp,532,fSuccess,
004bbef5,direct,004bbad0,C:\Projects\Wizardry 8\Engine Code\ReadLevel.cpp,593,pstLight,
004bce7b,register-indirect,004bce20,C:\Projects\Wizardry 8\Engine Code\ReadLevel.cpp,1435,pInfo,
004bce9d,register-indirect,004bce20,C:\Projects\Wizardry 8\Engine Code\ReadLevel.cpp,1436,pInfo->hFile,
004bcebb,register-indirect,004bce20,C:\Projects\Wizardry 8\Engine Code\ReadLevel.cpp,1437,pWorld,
004bceec,register-indirect,004bce20,C:\Projects\Wizardry 8\Engine Code\ReadLevel.cpp,1442,fSuccess,Error reading num clipping planes
004bcfbb,direct,004bce20,C:\Projects\Wizardry 8\Engine Code\ReadLevel.cpp,1454,psrClipPlane,out of memory creating clip plane
004bd22c,direct,004bd0d0,C:\Projects\Wizardry 8\Engine Code\ReadLevel.cpp,1534,0,Unknown particle structure version
004bd291,direct,004bd0d0,C:\Projects\Wizardry 8\Engine Code\ReadLevel.cpp,1539,pParticle,Error creating particle in ReadParticles()
004bdd21,direct,004bdc90,C:\Projects\Wizardry 8\Engine Code\ReadLevel.cpp,1747,pNamedPos,out of memory creating NamedPos
004bdd57,direct,004bdc90,C:\Projects\Wizardry 8\Engine Code\ReadLevel.cpp,1750,bVersion == 1,Unknown Named Position version
004be2c2,direct,004be200,C:\Projects\Wizardry 8\Engine Code\quad.cpp,58,pq,
004bf2b5,direct,004bf0f0,C:\Projects\Wizardry 8\Engine Code\Monster.cpp,485,plsNewLights,Out of memory creating monster light list
004bf36f,direct,004bf0f0,C:\Projects\Wizardry 8\Engine Code\Monster.cpp,493,pstNewLight,Out of memory creating monster light
004bf5d2,direct,004bf520,C:\Projects\Wizardry 8\Engine Code\Monster.cpp,557,pInfo && pInfo->hFile && pMonster,
004bf625,direct,004bf520,C:\Projects\Wizardry 8\Engine Code\Monster.cpp,3125,bCycle>=CYCLE_FIRST && bCycle<=CYCLE_LAST,
004bf9b6,direct,004bf970,C:\Projects\Wizardry 8\Engine Code\Monster.cpp,734,pao,
004bfad1,direct,004bfab0,C:\Projects\Wizardry 8\Engine Code\Monster.cpp,960,bCycle < CYCLE_NUM_UNIQUE,GetNumSubsPerCycle() -> Invalid cycle num.
004c006f,direct,004bfe00,C:\Projects\Wizardry 8\Engine Code\Monster.cpp,1099,rhs.m_pRep,
004c0386,direct,004c0300,C:\Projects\Wizardry 8\Engine Code\Monster.cpp,1235,*ppMonster,
004c0516,direct,004c0300,C:\Projects\Wizardry 8\Engine Code\Monster.cpp,1295,hFile,
004c0a3a,direct,004c0300,C:\Projects\Wizardry 8\Engine Code\Monster.cpp,1422,pSndEvent,mls pitch: Must specify a sound before specifying parameters
004c0aa0,direct,004c0300,C:\Projects\Wizardry 8\Engine Code\Monster.cpp,1429,pSndEvent,mls volume: Must specify a sound before specifying parameters
004c0b7c,direct,004c0300,C:\Projects\Wizardry 8\Engine Code\Monster.cpp,1445,pSndEvent,mls frequency: Must specify a sound before specifying parameters
004c145e,direct,004c0300,C:\Projects\Wizardry 8\Engine Code\Monster.cpp,1590,FALSE,
004c1da2,direct,004c1d20,C:\Projects\Wizardry 8\Engine Code\Monster.cpp,757,flStart <= flEnd,
004c202f,direct,004c2010,C:\Projects\Wizardry 8\Engine Code\Monster.cpp,1937,pacName,
004c2123,direct,004c2100,C:\Projects\Wizardry 8\Engine Code\Monster.cpp,2041,m_pRep,
004c2c7d,direct,004c2bf0,C:\Projects\Wizardry 8\Engine Code\Monster.cpp,2431,FALSE,
004c3644,register-indirect,,C:\Projects\Wizardry 8\Engine Code\Monster.cpp,258,m_pMonster,
004c3661,register-indirect,,C:\Projects\Wizardry 8\Engine Code\Monster.cpp,259,m_pParticles,
004c36a4,register-indirect,,..\Engine Code\Include\AnimRep.hpp,135,bBehaviour >= BEHAVIOUR_FIRST && bBehaviour <= BEHAVIOUR_LAST,
004c3761,direct,004c3740,C:\Projects\Wizardry 8\Engine Code\Monster.cpp,2812,bCycle < CYCLE_NUM_UNIQUE,IsCycleSupported() -> Invalid cycle num.
004c37b7,direct,004c3790,C:\Projects\Wizardry 8\Engine Code\Monster.cpp,2836,bCycle >= CYCLE_FIRST && bCycle <= CYCLE_LAST,
004c38a0,direct,004c3790,C:\Projects\Wizardry 8\Engine Code\Monster.cpp,2854,FALSE,
004c3927,direct,004c3790,C:\Projects\Wizardry 8\Engine Code\Monster.cpp,2883,0,
004c3a57,direct,004c3790,C:\Projects\Wizardry 8\Engine Code\Monster.cpp,2897,pao,
004c3f43,direct,004c3f00,C:\Projects\Wizardry 8\Engine Code\Monster.cpp,3150,pao,
004c4cbf,direct,004c4ca0,C:\Projects\Wizardry 8\Engine Code\Monster.cpp,3812,pMonsterB,
004c4d61,direct,004c4d40,C:\Projects\Wizardry 8\Engine Code\Monster.cpp,3838,pPlayer,
004c5889,direct,004c5870,C:\Projects\Wizardry 8\Engine Code\Monster.cpp,4703,pMonster,
004c5e6f,direct,004c5e40,..\Engine Code\Include\AnimRep.hpp,135,bBehaviour >= BEHAVIOUR_FIRST && bBehaviour <= BEHAVIOUR_LAST,
004c6398,direct,004c6350,C:\Projects\Wizardry 8\Engine Code\Monster.cpp,960,bCycle < CYCLE_NUM_UNIQUE,GetNumSubsPerCycle() -> Invalid cycle num.
004c770e,direct,004c75c0,C:\Projects\Wizardry 8\Engine Code\Monster.cpp,6242,uiAttack < MAX_MONSTER_ATTACKS,
004c7829,direct,004c77f0,C:\Projects\Wizardry 8\Engine Code\Monster.cpp,6321,!(IsCycleSupported(CYCLE_ATTACK_SHOOT) && IsCycleSupported(CYCLE_ATTACK_THROW)),
004c9e48,direct,004c9dc0,C:\Projects\Wizardry 8\Engine Code\Monster.cpp,7503,pEvalVar,
004c9e75,direct,004c9dc0,C:\Projects\Wizardry 8\Engine Code\Monster.cpp,7504,strlen(pEvalVar) < 512,
004c9f85,direct,004c9dc0,C:\Projects\Wizardry 8\Engine Code\Monster.cpp,7526,lsParmList.Length(),
004ca07f,direct,004c9dc0,C:\Projects\Wizardry 8\Engine Code\Monster.cpp,7542,lsParmList.Length(),
004ce667,direct,004ce510,C:\Projects\Wizardry 8\Engine Code\OctPrePath.cpp,1037,ppCondPaths,LinkCollideableProps: Couldn't allocate GDPropCondPaths objects.
004ce7b4,direct,004ce510,C:\Projects\Wizardry 8\Engine Code\OctPrePath.cpp,1065,ulOriginalCount <= (UINT32)lNumProps,LinkCollideableProps: Invalid count for collideable props.
004ce861,direct,004ce510,C:\Projects\Wizardry 8\Engine Code\OctPrePath.cpp,1077,m_ulNumCondFrames < 10000,LinkCollideableProps: Too many conditional frames.
004ce8aa,direct,004ce510,C:\Projects\Wizardry 8\Engine Code\OctPrePath.cpp,1082,m_ulNumCondNodes < 10000,LinkCollideableProps: Too many conditional nodes.
004cea31,direct,004ce510,C:\Projects\Wizardry 8\Engine Code\OctPrePath.cpp,1116,m_pCondPaths,LinkCollideableProps: Couldn't allocate m_pCondPaths array.
004cead8,direct,004ce510,C:\Projects\Wizardry 8\Engine Code\OctPrePath.cpp,1127,m_pulCondLookup,
004ceb2e,direct,004ce510,C:\Projects\Wizardry 8\Engine Code\OctPrePath.cpp,1130,m_pusCondNodeFrames,
004ceb87,direct,004ce510,C:\Projects\Wizardry 8\Engine Code\OctPrePath.cpp,1134,m_pulCondNodeKeys,
004cebe1,direct,004ce510,C:\Projects\Wizardry 8\Engine Code\OctPrePath.cpp,1137,m_pulCondNodeValues,
004cf467,direct,004cf3b0,C:\Projects\Wizardry 8\Engine Code\stScript.cpp,69,pNewLine,
004cfdec,direct,004cfdc0,C:\Projects\Wizardry 8\Engine Code\LevelFile.cpp,43,pLevel,
004cfe6a,direct,004cfdc0,C:\Projects\Wizardry 8\Engine Code\LevelFile.cpp,56,pLevel->pMeshes,
004cfedc,direct,004cfdc0,C:\Projects\Wizardry 8\Engine Code\LevelFile.cpp,65,pLevel->pTextures,
004cffcf,direct,004cfdc0,C:\Projects\Wizardry 8\Engine Code\LevelFile.cpp,77,pLevel->pLights,
004d006e,direct,004cfdc0,C:\Projects\Wizardry 8\Engine Code\LevelFile.cpp,93,pLevel->pMonsters,
004d010f,direct,004cfdc0,C:\Projects\Wizardry 8\Engine Code\LevelFile.cpp,105,pLevel->pMonsters[i1].MonPath,
004d01cc,direct,004cfdc0,C:\Projects\Wizardry 8\Engine Code\LevelFile.cpp,121,pLevel->pItems,
004d0266,direct,004cfdc0,C:\Projects\Wizardry 8\Engine Code\LevelFile.cpp,137,pLevel->pProps,
004d02a9,direct,004cfdc0,C:\Projects\Wizardry 8\Engine Code\LevelFile.cpp,145,pLevel->pBitmaps,
004d02fd,direct,004cfdc0,C:\Projects\Wizardry 8\Engine Code\LevelFile.cpp,167,pLevel->pCameras,
004d0499,direct,004cfdc0,C:\Projects\Wizardry 8\Engine Code\LevelFile.cpp,188,pLevel->pTriggers,
004d057b,direct,004cfdc0,C:\Projects\Wizardry 8\Engine Code\LevelFile.cpp,203,pLevel->pClippingPlanes,
004d0612,direct,004cfdc0,C:\Projects\Wizardry 8\Engine Code\LevelFile.cpp,214,pLevel->pParticleSystems,
004d06bf,direct,004cfdc0,C:\Projects\Wizardry 8\Engine Code\LevelFile.cpp,227,pLevel->pNamedPositions,
004d07f4,register-indirect,004d07c0,C:\Projects\Wizardry 8\Engine Code\LevelFile.cpp,268,pLevel,
004d0814,register-indirect,004d07c0,C:\Projects\Wizardry 8\Engine Code\LevelFile.cpp,269,hFile,
004d0831,register-indirect,004d07c0,C:\Projects\Wizardry 8\Engine Code\LevelFile.cpp,270,pLevel->pMeshes,
004d0c3e,direct,004d07c0,C:\Projects\Wizardry 8\Engine Code\LevelFile.cpp,393,pLevel->pCameras,
004d0dd7,direct,004d07c0,C:\Projects\Wizardry 8\Engine Code\LevelFile.cpp,416,pLevel->pTriggers,
004d13b2,direct,004d1110,C:\Projects\Wizardry 8\Engine Code\LevelFile.cpp,666,pMesh->pstVertices,
004d1428,direct,004d1110,C:\Projects\Wizardry 8\Engine Code\LevelFile.cpp,679,pMesh->pstCompFaces,
004d1497,direct,004d1110,C:\Projects\Wizardry 8\Engine Code\LevelFile.cpp,690,pMesh->pstFaces,
004d1733,direct,004d1510,C:\Projects\Wizardry 8\Engine Code\LevelFile.cpp,789,pMesh->pstVertices,
004d1794,direct,004d1510,C:\Projects\Wizardry 8\Engine Code\LevelFile.cpp,799,pMesh->pstCompFaces,
004d17e2,direct,004d1510,C:\Projects\Wizardry 8\Engine Code\LevelFile.cpp,806,pMesh->pstFaces,
004d1947,direct,004d1820,C:\Projects\Wizardry 8\Engine Code\LevelFile.cpp,863,fSuccess,Couldn't read light.
004d1a75,direct,004d1960,C:\Projects\Wizardry 8\Engine Code\LevelFile.cpp,910,fSuccess,Couldn't Write light.
004d1b3e,direct,004d1a90,C:\Projects\Wizardry 8\Engine Code\LevelFile.cpp,946,fSuccess,Couldn't read anim light.
004d1bf7,direct,004d1b50,C:\Projects\Wizardry 8\Engine Code\LevelFile.cpp,980,fSuccess,Couldn't write anim light.
004d1c82,direct,004d1c10,C:\Projects\Wizardry 8\Engine Code\LevelFile.cpp,1016,pSwitch,
004d1d92,direct,004d1c10,C:\Projects\Wizardry 8\Engine Code\LevelFile.cpp,1032,fSuccess,
004d1ecf,direct,004d1c10,C:\Projects\Wizardry 8\Engine Code\LevelFile.cpp,1071,pInvis,
004d1fdc,direct,004d1c10,C:\Projects\Wizardry 8\Engine Code\LevelFile.cpp,1089,pInvis->pPlane,
004d21f1,direct,004d1c10,C:\Projects\Wizardry 8\Engine Code\LevelFile.cpp,1132,pSound,
004d2469,register-indirect,004d23f0,C:\Projects\Wizardry 8\Engine Code\LevelFile.cpp,1214,pSwitch,
004d2569,register-indirect,004d23f0,C:\Projects\Wizardry 8\Engine Code\LevelFile.cpp,1229,fSuccess,
004d2617,direct,004d23f0,C:\Projects\Wizardry 8\Engine Code\LevelFile.cpp,1258,pInvis,
004d2855,direct,004d23f0,C:\Projects\Wizardry 8\Engine Code\LevelFile.cpp,1310,pSound,
