call_site,containing_function,source_path,line,expression
004c5e6f,004c5b60,..\Engine Code\Include\AnimRep.hpp,135,bBehaviour >= BEHAVIOUR_FIRST && bBehaviour <= BEHAVIOUR_LAST
0045992f,00459650,..\Engine Code\Include\stHeap.hpp,121,hlist
0045cafc,0045c9a0,..\Engine Code\Include\stHeap.hpp,225,heapsize < maxheapsize
00460f0e,00460b80,..\Engine Code\Include\stHeap.hpp,225,heapsize < maxheapsize
00461050,00460b80,..\Engine Code\Include\stHeap.hpp,225,heapsize < maxheapsize
00463918,00463290,..\Engine Code\Include\stHeap.hpp,225,heapsize < maxheapsize
00463d61,00463290,..\Engine Code\Include\stHeap.hpp,225,heapsize < maxheapsize
00463eb3,00463290,..\Engine Code\Include\stHeap.hpp,225,heapsize < maxheapsize
004675d2,004675b0,..\Engine Code\Include\stHeap.hpp,225,heapsize < maxheapsize
00457831,004577f0,..\Engine Code\Include\stHeap.hpp,242,heapsize > 0
0046116f,00460b80,..\Engine Code\Include\stHeap.hpp,242,heapsize > 0
00463f35,00463290,..\Engine Code\Include\stHeap.hpp,242,heapsize > 0
004a2172,004a20f0,..\Engine Code\Include\stLight.hpp,86,pNew
004a22dc,004a2230,..\Engine Code\Include\stLight.hpp,147,pNew
0043ebb9,0043d940,..\Engine Code\Include\Trigger.hpp,1005,m_bRepType == TRIGGER_REP_PROP
0043ec4b,0043d940,..\Engine Code\Include\Trigger.hpp,1005,m_bRepType == TRIGGER_REP_PROP
0043ece9,0043d940,..\Engine Code\Include\Trigger.hpp,1005,m_bRepType == TRIGGER_REP_PROP
00445243,00445200,..\Engine Code\Include\Trigger.hpp,1005,m_bRepType == TRIGGER_REP_PROP
004dbaef,004dbab0,..\Engine Code\Include\Trigger.hpp,1005,m_bRepType == TRIGGER_REP_PROP
004e074c,004e06d0,..\Engine Code\Include\Trigger.hpp,1005,m_bRepType == TRIGGER_REP_PROP
004e089f,004e0880,..\Engine Code\Include\Trigger.hpp,1005,m_bRepType == TRIGGER_REP_PROP
004e11a7,004e1180,..\Engine Code\Include\Trigger.hpp,1005,m_bRepType == TRIGGER_REP_PROP
004e1809,004e17c0,..\Engine Code\Include\Trigger.hpp,1005,m_bRepType == TRIGGER_REP_PROP
004e1e59,004e1e10,..\Engine Code\Include\Trigger.hpp,1005,m_bRepType == TRIGGER_REP_PROP
004e2056,004e2010,..\Engine Code\Include\Trigger.hpp,1005,m_bRepType == TRIGGER_REP_PROP
004e20ae,004e2010,..\Engine Code\Include\Trigger.hpp,1005,m_bRepType == TRIGGER_REP_PROP
004e20f9,004e2010,..\Engine Code\Include\Trigger.hpp,1005,m_bRepType == TRIGGER_REP_PROP
004e213a,004e2010,..\Engine Code\Include\Trigger.hpp,1005,m_bRepType == TRIGGER_REP_PROP
004e2192,004e2010,..\Engine Code\Include\Trigger.hpp,1005,m_bRepType == TRIGGER_REP_PROP
004e21da,004e2010,..\Engine Code\Include\Trigger.hpp,1005,m_bRepType == TRIGGER_REP_PROP
0051712c,00517080,..\Engine Code\Include\Trigger.hpp,1005,m_bRepType == TRIGGER_REP_PROP
005e3b8c,005e3ab0,..\Engine Code\Include\Trigger.hpp,1005,m_bRepType == TRIGGER_REP_PROP
005e29b6,005e29a0,C:\Projects\Wizardry 8\3D Code\IList.cpp,100,pls
005e2a79,005e2a60,C:\Projects\Wizardry 8\3D Code\IList.cpp,154,pls
005e2b69,005e2b50,C:\Projects\Wizardry 8\3D Code\IList.cpp,327,pls
005e2c99,005e2c80,C:\Projects\Wizardry 8\3D Code\IList.cpp,426,pls
005e2cd9,005e2cc0,C:\Projects\Wizardry 8\3D Code\IList.cpp,542,pls
005e2459,005e2440,C:\Projects\Wizardry 8\3D Code\PList.cpp,142,ppl
005e26c9,005e26b0,C:\Projects\Wizardry 8\3D Code\PList.cpp,346,ppl
005d854c,005d7310,C:\Projects\Wizardry 8\Dialog Code\AssayDialog.cpp,912,uiSpell != SPELL_NONE
005d9557,005d9460,C:\Projects\Wizardry 8\Dialog Code\AssayDialog.cpp,1681,usIndex < NUM_RPC_RACES
005cf536,005cf520,C:\Projects\Wizardry 8\Dialog Code\DialogInterface.cpp,102,pDialog
005cf566,005cf550,C:\Projects\Wizardry 8\Dialog Code\DialogInterface.cpp,116,pDialog
005cf599,005cf580,C:\Projects\Wizardry 8\Dialog Code\DialogInterface.cpp,152,pCDialog
005df11b,005df0d0,C:\Projects\Wizardry 8\Dialog Code\ProfRaceInfoDialog.cpp,291,uiIndex < PROF_COUNT
005df5bb,005df570,C:\Projects\Wizardry 8\Dialog Code\ProfRaceInfoDialog.cpp,409,uiIndex < RACE_COUNT
005dc324,005dbee0,C:\Projects\Wizardry 8\Dialog Code\SpellInfoDialog.cpp,197,uiUnits == uiUnitsLvl
005dfcbb,005dfc70,C:\Projects\Wizardry 8\Dialog Code\StatInfoDialogs.cpp,204,uiIndex < ATTR_COUNT
005dfe8b,005dfdb0,C:\Projects\Wizardry 8\Dialog Code\StatInfoDialogs.cpp,227,uiIndex < SKILL_COUNT
005e01cb,005e0180,C:\Projects\Wizardry 8\Dialog Code\StatInfoDialogs.cpp,278,uiIndex < ATTR_COUNT
005db649,005db620,C:\Projects\Wizardry 8\Dialog Code\stButton.cpp,407,pButton
005ccea5,005cce70,C:\Projects\Wizardry 8\Dialog Code\stListBox.cpp,757,pDialog
005ccf57,005ccf30,C:\Projects\Wizardry 8\Dialog Code\stListBox.cpp,773,pDialog
005cd007,005ccfe0,C:\Projects\Wizardry 8\Dialog Code\stListBox.cpp,810,pDialog
005cd0b7,005cd090,C:\Projects\Wizardry 8\Dialog Code\stListBox.cpp,844,pDialog
005cd157,005cd130,C:\Projects\Wizardry 8\Dialog Code\stListBox.cpp,879,pDialog
005cd216,005cd1e0,C:\Projects\Wizardry 8\Dialog Code\stListBox.cpp,920,pDialog
005d281e,005d2800,C:\Projects\Wizardry 8\Dialog Code\stMessageDialog.cpp,131,pMessage
005d2ac2,005d2a50,C:\Projects\Wizardry 8\Dialog Code\stMessageDialog.cpp,213,pRemainingText
005d32e7,005d32c0,C:\Projects\Wizardry 8\Dialog Code\stMessageDialog.cpp,615,pDialog
005d3397,005d3370,C:\Projects\Wizardry 8\Dialog Code\stMessageDialog.cpp,652,pDialog
0046dca9,0046dc90,C:\Projects\Wizardry 8\Engine Code\3d.cpp,241,psrScene
0046def3,0046ded0,C:\Projects\Wizardry 8\Engine Code\3d.cpp,344,pWorld && pWorld->plsProps
0046e15e,0046e030,C:\Projects\Wizardry 8\Engine Code\3d.cpp,603,name
0046e17f,0046e030,C:\Projects\Wizardry 8\Engine Code\3d.cpp,604,pWorld
0046e1ab,0046e030,C:\Projects\Wizardry 8\Engine Code\3d.cpp,608,pLight
0046e4e0,0046e4a0,C:\Projects\Wizardry 8\Engine Code\3d.cpp,632,pWorld
0046e4fd,0046e4a0,C:\Projects\Wizardry 8\Engine Code\3d.cpp,633,pLight
0046e369,0046e300,C:\Projects\Wizardry 8\Engine Code\3d.cpp,651,pWorld
0046e3b9,0046e3a0,C:\Projects\Wizardry 8\Engine Code\3d.cpp,663,pWorld
0046e3ec,0046e3d0,C:\Projects\Wizardry 8\Engine Code\3d.cpp,670,pWorld
0046ea07,0046e8a0,C:\Projects\Wizardry 8\Engine Code\3d.cpp,1107,psrDIG
0044f1fe,0044f190,C:\Projects\Wizardry 8\Engine Code\3dapi.cpp,160,pWorld
0044f4fa,0044f4e0,C:\Projects\Wizardry 8\Engine Code\3dapi.cpp,262,pWorld
0044f62e,0044f5f0,C:\Projects\Wizardry 8\Engine Code\3dapi.cpp,351,pWorld
0044f9cb,0044f5f0,C:\Projects\Wizardry 8\Engine Code\3dapi.cpp,446,pWorld->psrMeshes
0044fa5c,0044f5f0,C:\Projects\Wizardry 8\Engine Code\3dapi.cpp,472,hFile
0044fa9f,0044f5f0,C:\Projects\Wizardry 8\Engine Code\3dapi.cpp,477,fSuccess
0044fb0d,0044f5f0,C:\Projects\Wizardry 8\Engine Code\3dapi.cpp,511,pWorld
0045022a,00450080,C:\Projects\Wizardry 8\Engine Code\3dapi.cpp,801,pWorld
0045117c,00451160,C:\Projects\Wizardry 8\Engine Code\3dapi.cpp,1014,pWorld
004511ed,004511d0,C:\Projects\Wizardry 8\Engine Code\3dapi.cpp,1043,pWorld
0045043e,00450420,C:\Projects\Wizardry 8\Engine Code\3dapi.cpp,1058,pWorld
0045062c,00450610,C:\Projects\Wizardry 8\Engine Code\3dapi.cpp,1131,pWorld
004506e6,004506c0,C:\Projects\Wizardry 8\Engine Code\3dapi.cpp,1160,CamPos
0047a6cd,0047a670,C:\Projects\Wizardry 8\Engine Code\AmbientSound.cpp,757,pSound
0047a719,0047a700,C:\Projects\Wizardry 8\Engine Code\AmbientSound.cpp,765,pAmbient
0047a7d0,0047a790,C:\Projects\Wizardry 8\Engine Code\AmbientSound.cpp,862,pSound->pacSoundName
004b589a,004b5880,C:\Projects\Wizardry 8\Engine Code\AniMesh.cpp,145,pAniMesh
004b58ec,004b58d0,C:\Projects\Wizardry 8\Engine Code\AniMesh.cpp,176,pOther
004b5918,004b58d0,C:\Projects\Wizardry 8\Engine Code\AniMesh.cpp,180,pAniMesh
004b59b6,004b58d0,C:\Projects\Wizardry 8\Engine Code\AniMesh.cpp,198,pAniMesh->strBitmapDir
004b59d7,004b58d0,C:\Projects\Wizardry 8\Engine Code\AniMesh.cpp,199,pAniMesh->strFilename
004b5a4e,004b58d0,C:\Projects\Wizardry 8\Engine Code\AniMesh.cpp,212,pAniMesh->ppsrMeshes
004b5ab1,004b58d0,C:\Projects\Wizardry 8\Engine Code\AniMesh.cpp,222,pAniMesh->ppsrMeshes
004b5b53,004b5b30,C:\Projects\Wizardry 8\Engine Code\AniMesh.cpp,261,pInfo&&pAniMesh
004b5d58,004b5d00,C:\Projects\Wizardry 8\Engine Code\AniMesh.cpp,409,0
004b5dc4,004b5d00,C:\Projects\Wizardry 8\Engine Code\AniMesh.cpp,429,fSuccess
004b6066,004b5d00,C:\Projects\Wizardry 8\Engine Code\AniMesh.cpp,497,fSuccess
004b6409,004b63f0,C:\Projects\Wizardry 8\Engine Code\AniMesh.cpp,650,pAniMesh
004b618f,004b5d00,C:\Projects\Wizardry 8\Engine Code\AniMesh.cpp,702,pAniMesh
004b6509,004b64f0,C:\Projects\Wizardry 8\Engine Code\AniMesh.cpp,702,pAniMesh
004b61c1,004b5d00,C:\Projects\Wizardry 8\Engine Code\AniMesh.cpp,710,0
004b6463,004b63f0,C:\Projects\Wizardry 8\Engine Code\AniMesh.cpp,710,0
004b653d,004b64f0,C:\Projects\Wizardry 8\Engine Code\AniMesh.cpp,710,0
004b6622,004b64f0,C:\Projects\Wizardry 8\Engine Code\AniMesh.cpp,742,0
004b659a,004b64f0,C:\Projects\Wizardry 8\Engine Code\AniMesh.cpp,750,0
004b6659,004b6640,C:\Projects\Wizardry 8\Engine Code\AniMesh.cpp,791,pAniMesh
004b668d,004b6640,C:\Projects\Wizardry 8\Engine Code\AniMesh.cpp,799,0
004b684f,004b6770,C:\Projects\Wizardry 8\Engine Code\AniMesh.cpp,925,0
004b6879,004b6860,C:\Projects\Wizardry 8\Engine Code\AniMesh.cpp,951,pAniMesh
004b67d8,004b6770,C:\Projects\Wizardry 8\Engine Code\AniMesh.cpp,976,pAniMesh
004a01c0,004a01a0,C:\Projects\Wizardry 8\Engine Code\AnimObj.cpp,36,pao
004a0345,004a0320,C:\Projects\Wizardry 8\Engine Code\AnimObj.cpp,36,pao
004a08c9,004a05c0,C:\Projects\Wizardry 8\Engine Code\AnimObj.cpp,300,pao->pfKnownBBoxFrames && pao->pvecBoundMin && pao->pvecBoundMax
004a106f,004a05c0,C:\Projects\Wizardry 8\Engine Code\AnimObj.cpp,434,0
004a10f7,004a05c0,C:\Projects\Wizardry 8\Engine Code\AnimObj.cpp,453,fSuccess
004a1269,004a05c0,C:\Projects\Wizardry 8\Engine Code\AnimObj.cpp,512,fSuccess
004a12bc,004a05c0,C:\Projects\Wizardry 8\Engine Code\AnimObj.cpp,520,fSuccess
004a1310,004a05c0,C:\Projects\Wizardry 8\Engine Code\AnimObj.cpp,527,fSuccess
004a1355,004a05c0,C:\Projects\Wizardry 8\Engine Code\AnimObj.cpp,535,fSuccess
004a14ea,004a14d0,C:\Projects\Wizardry 8\Engine Code\AnimObj.cpp,579,pao
004a157a,004a1560,C:\Projects\Wizardry 8\Engine Code\AnimObj.cpp,620,pao
004a19cb,004a1710,C:\Projects\Wizardry 8\Engine Code\AnimObj.cpp,620,pao
004a1b6b,004a1710,C:\Projects\Wizardry 8\Engine Code\AnimObj.cpp,620,pao
004a04c7,004a0320,C:\Projects\Wizardry 8\Engine Code\AnimObj.cpp,657,pao
004a13ea,004a05c0,C:\Projects\Wizardry 8\Engine Code\AnimObj.cpp,657,pao
004a1434,004a05c0,C:\Projects\Wizardry 8\Engine Code\AnimObj.cpp,657,pao
004a1477,004a05c0,C:\Projects\Wizardry 8\Engine Code\AnimObj.cpp,657,pao
004a15e9,004a15d0,C:\Projects\Wizardry 8\Engine Code\AnimObj.cpp,657,pao
004a1639,004a1620,C:\Projects\Wizardry 8\Engine Code\AnimObj.cpp,679,pao
004a194a,004a1710,C:\Projects\Wizardry 8\Engine Code\AnimObj.cpp,679,pao
004a1679,004a1660,C:\Projects\Wizardry 8\Engine Code\AnimObj.cpp,701,pao
004a16d9,004a16c0,C:\Projects\Wizardry 8\Engine Code\AnimObj.cpp,723,pao
004a1a20,004a1710,C:\Projects\Wizardry 8\Engine Code\AnimObj.cpp,723,pao
004a1bc4,004a1710,C:\Projects\Wizardry 8\Engine Code\AnimObj.cpp,723,pao
004a18ee,004a1710,C:\Projects\Wizardry 8\Engine Code\AnimObj.cpp,798,pao->pfKnownBBoxFrames && pao->pvecBoundMin && pao->pvecBoundMax
004a1dd9,004a1dc0,C:\Projects\Wizardry 8\Engine Code\AnimObj.cpp,945,pao
004b546a,004b53d0,C:\Projects\Wizardry 8\Engine Code\AnimRep.cpp,78,gpsrTimer
004b5587,004b54a0,C:\Projects\Wizardry 8\Engine Code\AnimRep.cpp,100,gpsrTimer
004b55e0,004b55c0,C:\Projects\Wizardry 8\Engine Code\AnimRep.cpp,106,bFrameMethod >= DIR_FIRST && bFrameMethod <= DIR_LAST
0043ad54,0043acc0,C:\Projects\Wizardry 8\Engine Code\BitArray.cpp,59,puiIndex
0043ae51,0043ada0,C:\Projects\Wizardry 8\Engine Code\BitArray.cpp,89,puiIndex
0043b789,0043b700,C:\Projects\Wizardry 8\Engine Code\BitArray.cpp,741,pulNewArray
00483ac9,00483a60,C:\Projects\Wizardry 8\Engine Code\Environment.cpp,648,pWorld
00483afc,00483ae0,C:\Projects\Wizardry 8\Engine Code\Environment.cpp,664,pWorld
00483bc3,00483ba0,C:\Projects\Wizardry 8\Engine Code\Environment.cpp,688,pWorld
0041b266,0041aa40,C:\Projects\Wizardry 8\Engine Code\GameData.cpp,595,lCollisions < 100
0041c9bd,0041c140,C:\Projects\Wizardry 8\Engine Code\GameData.cpp,1389,pstMeshModel
0041f2c8,0041f1f0,C:\Projects\Wizardry 8\Engine Code\GameData.cpp,2739,gpGDCamera
0044760d,00447570,C:\Projects\Wizardry 8\Engine Code\GDFileIO.cpp,167,pGameData
0044781b,00447660,C:\Projects\Wizardry 8\Engine Code\GDFileIO.cpp,262,m_pSurfaces
0044787a,00447660,C:\Projects\Wizardry 8\Engine Code\GDFileIO.cpp,268,pCondFaces
004478af,00447660,C:\Projects\Wizardry 8\Engine Code\GDFileIO.cpp,270,m_ppNames
0044793d,00447660,C:\Projects\Wizardry 8\Engine Code\GDFileIO.cpp,278,m_pSurfaces
0044799a,00447660,C:\Projects\Wizardry 8\Engine Code\GDFileIO.cpp,288,fSuccess
00447b06,00447660,C:\Projects\Wizardry 8\Engine Code\GDFileIO.cpp,322,(tfFace.iVersion == 2 )
00447b69,00447660,C:\Projects\Wizardry 8\Engine Code\GDFileIO.cpp,326,fSuccess
00447db3,00447660,C:\Projects\Wizardry 8\Engine Code\GDFileIO.cpp,391,m_ppNames[i2]
00447ff3,00447fb0,C:\Projects\Wizardry 8\Engine Code\GDFileIO.cpp,479,m_pInterfaces
004481f7,00447fb0,C:\Projects\Wizardry 8\Engine Code\GDFileIO.cpp,526,m_pStates
0044824c,00447fb0,C:\Projects\Wizardry 8\Engine Code\GDFileIO.cpp,529,m_piCondPolys
00448956,00448840,C:\Projects\Wizardry 8\Engine Code\GDFileIO.cpp,812,pNewSurfaces
00448b66,00448a60,C:\Projects\Wizardry 8\Engine Code\GDFileIO.cpp,865,pNewSurfaces
00448eaa,00448e60,C:\Projects\Wizardry 8\Engine Code\GDFileIO.cpp,1004,ppTempEnvirons
0044914f,00449010,C:\Projects\Wizardry 8\Engine Code\GDFileIO.cpp,1089,m_ppEnvirons
004496e8,00449240,C:\Projects\Wizardry 8\Engine Code\GDFileIO.cpp,1214,m_ppEnvirons[i]
0044972a,00449240,C:\Projects\Wizardry 8\Engine Code\GDFileIO.cpp,1218,fSuccess
004b77a9,004b7730,C:\Projects\Wizardry 8\Engine Code\GDProp.cpp,578,pusNewList
004b7a48,004b7830,C:\Projects\Wizardry 8\Engine Code\GDProp.cpp,653,pusNewList
004a64f9,004a5f20,C:\Projects\Wizardry 8\Engine Code\GrCycle.cpp,102,m_pstParticles
004a6121,004a5f20,C:\Projects\Wizardry 8\Engine Code\GrCycle.cpp,203,pstLight
004a629b,004a5f20,C:\Projects\Wizardry 8\Engine Code\GrCycle.cpp,227,m_plsShakeEvents
004a6318,004a5f20,C:\Projects\Wizardry 8\Engine Code\GrCycle.cpp,233,pEvent
004a6430,004a5f20,C:\Projects\Wizardry 8\Engine Code\GrCycle.cpp,246,m_plsParticles
004a652e,004a5f20,C:\Projects\Wizardry 8\Engine Code\GrCycle.cpp,251,pPartSys
004a6811,004a67e0,C:\Projects\Wizardry 8\Engine Code\GrCycle.cpp,374,pacName && ppCycle
004a694f,004a67e0,C:\Projects\Wizardry 8\Engine Code\GrCycle.cpp,408,fSuccess
004a743f,004a72f0,C:\Projects\Wizardry 8\Engine Code\GrCycle.cpp,942,pRep
004a7526,004a72f0,C:\Projects\Wizardry 8\Engine Code\GrCycle.cpp,996,psrMesh
004a7731,004a72f0,C:\Projects\Wizardry 8\Engine Code\GrCycle.cpp,1039,psrMesh
004a7aeb,004a7a70,C:\Projects\Wizardry 8\Engine Code\GrCycle.cpp,1142,psrMesh
004a7b57,004a7a70,C:\Projects\Wizardry 8\Engine Code\GrCycle.cpp,1156,pWorld
004a7e29,004a7e10,C:\Projects\Wizardry 8\Engine Code\GrCycle.cpp,1345,0
004a7077,004a6fc0,C:\Projects\Wizardry 8\Engine Code\GrCycle.cpp,1598,(bBehaviour >= BEHAVIOUR_FIRST) && (bBehaviour <= BEHAVIOUR_LAST)
004a8488,004a8460,C:\Projects\Wizardry 8\Engine Code\GrCycle.cpp,1598,(bBehaviour >= BEHAVIOUR_FIRST) && (bBehaviour <= BEHAVIOUR_LAST)
004a84e8,004a84c0,C:\Projects\Wizardry 8\Engine Code\GrCycle.cpp,1656,!m_fDeleteLights || (m_fDeleteLights && !m_plsLights)
004a8743,004a8700,C:\Projects\Wizardry 8\Engine Code\GrCycle.cpp,1766,plsCyclesOfAName->Length()
004a8815,004a87a0,C:\Projects\Wizardry 8\Engine Code\GrCycle.cpp,1801,plsCyclesOfThisName->Length()
004a8875,004a8830,C:\Projects\Wizardry 8\Engine Code\GrCycle.cpp,1830,plsCyclesOfAName->Length()
004a8aa7,004a89a0,C:\Projects\Wizardry 8\Engine Code\GrCycle.cpp,1891,plsCyclesOfThisName->Length()
004b6a62,004b69a0,C:\Projects\Wizardry 8\Engine Code\GrObject.cpp,66,m_plsSoundEvents
004b6c8b,004b6bd0,C:\Projects\Wizardry 8\Engine Code\GrObject.cpp,139,m_plsSoundEvents
0049f1a7,0049f170,C:\Projects\Wizardry 8\Engine Code\Item.cpp,126,pInfo && pInfo->hFile && pItem
0049f207,0049f170,C:\Projects\Wizardry 8\Engine Code\Item.cpp,140,fSuccess && psrMesh
0049f4ca,0049f4a0,C:\Projects\Wizardry 8\Engine Code\Item.cpp,282,pacName && ppItem
0049f759,0049f720,C:\Projects\Wizardry 8\Engine Code\Item.cpp,458,m_pRep
0049fac2,0049faa0,C:\Projects\Wizardry 8\Engine Code\Item.cpp,614,m_pRep->m_psrMesh
004cfdec,004cfdc0,C:\Projects\Wizardry 8\Engine Code\LevelFile.cpp,43,pLevel
004cfe6a,004cfdc0,C:\Projects\Wizardry 8\Engine Code\LevelFile.cpp,56,pLevel->pMeshes
004cfedc,004cfdc0,C:\Projects\Wizardry 8\Engine Code\LevelFile.cpp,65,pLevel->pTextures
004cffcf,004cfdc0,C:\Projects\Wizardry 8\Engine Code\LevelFile.cpp,77,pLevel->pLights
004d006e,004cfdc0,C:\Projects\Wizardry 8\Engine Code\LevelFile.cpp,93,pLevel->pMonsters
004d010f,004cfdc0,C:\Projects\Wizardry 8\Engine Code\LevelFile.cpp,105,pLevel->pMonsters[i1].MonPath
004d01cc,004cfdc0,C:\Projects\Wizardry 8\Engine Code\LevelFile.cpp,121,pLevel->pItems
004d0266,004cfdc0,C:\Projects\Wizardry 8\Engine Code\LevelFile.cpp,137,pLevel->pProps
004d02a9,004cfdc0,C:\Projects\Wizardry 8\Engine Code\LevelFile.cpp,145,pLevel->pBitmaps
004d02fd,004cfdc0,C:\Projects\Wizardry 8\Engine Code\LevelFile.cpp,167,pLevel->pCameras
004d0499,004cfdc0,C:\Projects\Wizardry 8\Engine Code\LevelFile.cpp,188,pLevel->pTriggers
004d057b,004cfdc0,C:\Projects\Wizardry 8\Engine Code\LevelFile.cpp,203,pLevel->pClippingPlanes
004d0612,004cfdc0,C:\Projects\Wizardry 8\Engine Code\LevelFile.cpp,214,pLevel->pParticleSystems
004d06bf,004cfdc0,C:\Projects\Wizardry 8\Engine Code\LevelFile.cpp,227,pLevel->pNamedPositions
004d0c3e,004d07c0,C:\Projects\Wizardry 8\Engine Code\LevelFile.cpp,393,pLevel->pCameras
004d0dd7,004d07c0,C:\Projects\Wizardry 8\Engine Code\LevelFile.cpp,416,pLevel->pTriggers
004d13b2,004d07c0,C:\Projects\Wizardry 8\Engine Code\LevelFile.cpp,666,pMesh->pstVertices
004d1428,004d07c0,C:\Projects\Wizardry 8\Engine Code\LevelFile.cpp,679,pMesh->pstCompFaces
004d1497,004d07c0,C:\Projects\Wizardry 8\Engine Code\LevelFile.cpp,690,pMesh->pstFaces
004d1733,004d1510,C:\Projects\Wizardry 8\Engine Code\LevelFile.cpp,789,pMesh->pstVertices
004d1794,004d1510,C:\Projects\Wizardry 8\Engine Code\LevelFile.cpp,799,pMesh->pstCompFaces
004d17e2,004d1510,C:\Projects\Wizardry 8\Engine Code\LevelFile.cpp,806,pMesh->pstFaces
004d1947,004d1820,C:\Projects\Wizardry 8\Engine Code\LevelFile.cpp,863,fSuccess
004d1a75,004d1960,C:\Projects\Wizardry 8\Engine Code\LevelFile.cpp,910,fSuccess
004d1b3e,004d1a90,C:\Projects\Wizardry 8\Engine Code\LevelFile.cpp,946,fSuccess
004d1bf7,004d1b50,C:\Projects\Wizardry 8\Engine Code\LevelFile.cpp,980,fSuccess
004d1c82,004d1c10,C:\Projects\Wizardry 8\Engine Code\LevelFile.cpp,1016,pSwitch
004d1d92,004d1c10,C:\Projects\Wizardry 8\Engine Code\LevelFile.cpp,1032,fSuccess
004d1ecf,004d1c10,C:\Projects\Wizardry 8\Engine Code\LevelFile.cpp,1071,pInvis
004d1fdc,004d1c10,C:\Projects\Wizardry 8\Engine Code\LevelFile.cpp,1089,pInvis->pPlane
004d21f1,004d1c10,C:\Projects\Wizardry 8\Engine Code\LevelFile.cpp,1132,pSound
004d2617,004d23f0,C:\Projects\Wizardry 8\Engine Code\LevelFile.cpp,1258,pInvis
004d2855,004d23f0,C:\Projects\Wizardry 8\Engine Code\LevelFile.cpp,1310,pSound
004d3812,004d3660,C:\Projects\Wizardry 8\Engine Code\LevelFile.cpp,1842,pPathAI->pScaledPaths
004d3889,004d3660,C:\Projects\Wizardry 8\Engine Code\LevelFile.cpp,1853,pPathAI->pPaths
004d3974,004d38e0,C:\Projects\Wizardry 8\Engine Code\LevelFile.cpp,1889,pPathAI->pScaledPaths
004d39c6,004d38e0,C:\Projects\Wizardry 8\Engine Code\LevelFile.cpp,1899,pPathAI->pPaths
004d3b7f,004d3a10,C:\Projects\Wizardry 8\Engine Code\LevelFile.cpp,1962,pAnimObj->abHowMany
004d3bf9,004d3a10,C:\Projects\Wizardry 8\Engine Code\LevelFile.cpp,1971,pAnimObj->pBoundBox
004d3da6,004d3a10,C:\Projects\Wizardry 8\Engine Code\LevelFile.cpp,2017,pAnimObj->pMorphs
004d3e6a,004d3a10,C:\Projects\Wizardry 8\Engine Code\LevelFile.cpp,2027,pAnimObj->pMorphs[i].LODMesh.pFrames
004d3f77,004d3a10,C:\Projects\Wizardry 8\Engine Code\LevelFile.cpp,2041,pAnimObj->pMorphs[i].LODMesh.pFrames[i2].pTextures
004d40fe,004d3a10,C:\Projects\Wizardry 8\Engine Code\LevelFile.cpp,2062,pAnimObj->pTransforms
004d41cd,004d3a10,C:\Projects\Wizardry 8\Engine Code\LevelFile.cpp,2072,pAnimObj->pTransforms[i].LODMesh.pFrames
004d42e9,004d3a10,C:\Projects\Wizardry 8\Engine Code\LevelFile.cpp,2094,pAnimObj->pTransforms[i].LODMesh.pFrames[i2].pTextures
004d45c3,004d4480,C:\Projects\Wizardry 8\Engine Code\LevelFile.cpp,2155,pAnimObj->abHowMany
004d4623,004d4480,C:\Projects\Wizardry 8\Engine Code\LevelFile.cpp,2164,pAnimObj->pBoundBox
004d476b,004d4480,C:\Projects\Wizardry 8\Engine Code\LevelFile.cpp,2206,pAnimObj->pMorphs
004d47e3,004d4480,C:\Projects\Wizardry 8\Engine Code\LevelFile.cpp,2213,pAnimObj->pMorphs[i].LODMesh.pFrames
004d4892,004d4480,C:\Projects\Wizardry 8\Engine Code\LevelFile.cpp,2223,pAnimObj->pMorphs[i].LODMesh.pFrames[i2].pTextures
004d4a26,004d4480,C:\Projects\Wizardry 8\Engine Code\LevelFile.cpp,2247,pAnimObj->pTransforms
004d4aa4,004d4480,C:\Projects\Wizardry 8\Engine Code\LevelFile.cpp,2254,pAnimObj->pTransforms[i].LODMesh.pFrames
004d4b53,004d4480,C:\Projects\Wizardry 8\Engine Code\LevelFile.cpp,2264,pAnimObj->pTransforms[i].LODMesh.pFrames[i2].pTextures
004d4cf2,004d4cb0,C:\Projects\Wizardry 8\Engine Code\LevelFile.cpp,2309,pProps
004d4dc8,004d4cb0,C:\Projects\Wizardry 8\Engine Code\LevelFile.cpp,2328,fSuccess
004d4e31,004d4cb0,C:\Projects\Wizardry 8\Engine Code\LevelFile.cpp,2335,pProps[i1].usFrame_Pos
004d4e78,004d4cb0,C:\Projects\Wizardry 8\Engine Code\LevelFile.cpp,2340,fSuccess
004d4eaa,004d4cb0,C:\Projects\Wizardry 8\Engine Code\LevelFile.cpp,2353,fSuccess
004d4ede,004d4cb0,C:\Projects\Wizardry 8\Engine Code\LevelFile.cpp,2357,pProps[i1].pTrigger
004d4f1a,004d4cb0,C:\Projects\Wizardry 8\Engine Code\LevelFile.cpp,2360,fSuccess
004d4f52,004d4cb0,C:\Projects\Wizardry 8\Engine Code\LevelFile.cpp,2366,fSuccess
004d4fe9,004d4fc0,C:\Projects\Wizardry 8\Engine Code\LevelFile.cpp,2402,pProps
004d5097,004d4fc0,C:\Projects\Wizardry 8\Engine Code\LevelFile.cpp,2416,fSuccess
